Timestamp,Pod1,Pod2,Pod3,Pod4,Pod5,Pod6,Pod7,Pod8
2025-05-16 14:04:22.191,0,-2,0,0,0,1,1,-2
2025-05-16 14:04:22.204,-1,0,-1,1,-1,-2,-2,-2
2025-05-16 14:04:22.219,-1,-2,-2,1,-1,-2,1,0
2025-05-16 14:04:22.232,-4,-2,-2,-1,0,-2,-1,0
2025-05-16 14:04:22.247,-4,-2,-2,-1,0,-2,-1,0
2025-05-16 14:04:22.260,-2,0,0,-4,-3,0,-3,-3
2025-05-16 14:04:22.274,-2,0,0,-4,-3,0,-3,-3
2025-05-16 14:04:22.287,-2,0,0,-4,-3,0,-3,-3
2025-05-16 14:04:22.302,-2,0,0,-4,-3,0,-3,-3
2025-05-16 14:04:22.315,-2,0,0,-4,-3,0,-3,-3
2025-05-16 14:04:22.330,-3,0,-2,-2,1,-2,-1,-1
2025-05-16 14:04:22.343,-1,1,6,-5,-5,-4,-3,0
2025-05-16 14:04:22.357,2,1,4,4,0,2,1,1
2025-05-16 14:04:22.372,0,-1,-6,-2,-1,0,0,0
2025-05-16 14:04:22.385,-1,-2,0,0,-3,-4,0,-1
2025-05-16 14:04:22.399,-1,-2,0,0,-3,-4,0,-1
2025-05-16 14:04:22.412,-1,-2,0,0,-3,-4,0,-1
2025-05-16 14:04:22.426,-2,-2,-5,9,0,-3,-1,-1
2025-05-16 14:04:22.439,-2,-4,-5,14,4,18,3,2
2025-05-16 14:04:22.454,0,-1,7,10,-9,-3,8,2
2025-05-16 14:04:22.469,-2,1,3,1,4,0,2,-1
2025-05-16 14:04:22.482,-4,-5,-12,2,31,-9,-16,-8
2025-05-16 14:04:22.496,-4,-5,-12,2,31,-9,-16,-8
2025-05-16 14:04:22.513,-4,-5,-12,2,31,-9,-16,-8
2025-05-16 14:04:22.524,-4,-5,-12,2,31,-9,-16,-8
2025-05-16 14:04:22.539,-4,-5,-12,2,31,-9,-16,-8
2025-05-16 14:04:22.552,-4,-5,-18,-9,1,-17,-7,-3
2025-05-16 14:04:22.566,0,0,5,1,9,4,-6,1
